#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 913000      7.26e-01      4.45e-03      5.81e-02    1.5e-04
 914000      5.97e-01      1.52e-03      4.79e-02    1.5e-04
 915000      6.71e-01      4.71e-03      5.39e-02    1.5e-04
 916000      8.10e-01      4.34e-03      6.51e-02    1.5e-04
 917000      7.56e-01      1.16e-02      5.98e-02    1.5e-04
 918000      6.71e-01      1.34e-03      5.41e-02    1.5e-04
 919000      7.78e-01      2.66e-03      6.27e-02    1.5e-04
 920000      5.63e-01      2.99e-03      4.56e-02    1.5e-04
 921000      6.83e-01      1.82e-03      5.53e-02    1.5e-04
 922000      6.91e-01      3.00e-03      5.60e-02    1.5e-04
 923000      6.70e-01      8.05e-05      5.43e-02    1.5e-04
 924000      6.81e-01      5.49e-03      5.49e-02    1.5e-04
 925000      6.51e-01      4.03e-03      5.29e-02    1.5e-04
 926000      6.07e-01      1.35e-04      4.94e-02    1.5e-04
 927000      7.94e-01      4.09e-03      6.45e-02    1.5e-04
 928000      6.81e-01      7.03e-03      5.50e-02    1.5e-04
 929000      7.01e-01      4.55e-03      5.69e-02    1.5e-04
 930000      6.20e-01      5.48e-03      5.05e-02    1.5e-04
 931000      7.04e-01      7.91e-04      5.76e-02    1.5e-04
 932000      8.14e-01      7.32e-03      6.63e-02    1.5e-04
 933000      6.78e-01      5.92e-03      5.52e-02    1.5e-04
 934000      7.01e-01      5.10e-03      5.71e-02    1.5e-04
 935000      4.89e-01      9.28e-03      3.91e-02    1.5e-04
 936000      7.03e-01      6.65e-03      5.75e-02    1.5e-04
 937000      7.26e-01      5.82e-04      5.98e-02    1.5e-04
 938000      6.43e-01      7.56e-04      5.29e-02    1.5e-04
 939000      8.07e-01      2.50e-03      6.64e-02    1.5e-04
 940000      6.92e-01      3.52e-03      5.71e-02    1.5e-04
 941000      6.26e-01      9.95e-04      5.18e-02    1.5e-04
 942000      7.59e-01      2.09e-03      6.27e-02    1.5e-04
 943000      6.32e-01      3.57e-04      5.23e-02    1.5e-04
 944000      6.86e-01      2.66e-03      5.67e-02    1.5e-04
 945000      4.18e-01      5.70e-03      3.43e-02    1.4e-04
 946000      6.52e-01      3.55e-03      5.41e-02    1.4e-04
 947000      6.34e-01      7.09e-04      5.27e-02    1.4e-04
 948000      6.51e-01      1.48e-03      5.41e-02    1.4e-04
 949000      6.09e-01      3.25e-03      5.05e-02    1.4e-04
 950000      5.50e-01      2.04e-03      4.59e-02    1.4e-04
 951000      6.73e-01      5.91e-03      5.59e-02    1.4e-04
 952000      6.11e-01      7.55e-04      5.11e-02    1.4e-04
 953000      6.67e-01      1.04e-03      5.57e-02    1.4e-04
 954000      6.13e-01      3.77e-03      5.11e-02    1.4e-04
 955000      5.32e-01      7.88e-03      4.39e-02    1.4e-04
 956000      6.66e-01      5.35e-03      5.56e-02    1.4e-04
 957000      5.15e-01      4.40e-03      4.30e-02    1.4e-04
 958000      6.81e-01      2.33e-03      5.71e-02    1.4e-04
 959000      6.53e-01      2.71e-03      5.48e-02    1.4e-04
 960000      5.95e-01      6.39e-03      4.97e-02    1.4e-04
 961000      5.81e-01      1.75e-03      4.90e-02    1.4e-04
 962000      6.72e-01      2.26e-03      5.67e-02    1.4e-04
 963000      5.90e-01      4.00e-03      4.96e-02    1.4e-04
 964000      7.09e-01      3.91e-03      5.97e-02    1.4e-04
 965000      5.47e-01      1.16e-04      4.64e-02    1.4e-04
 966000      8.79e-01      1.09e-03      7.46e-02    1.4e-04
 967000      5.95e-01      4.28e-03      5.02e-02    1.4e-04
 968000      6.73e-01      2.14e-03      5.71e-02    1.4e-04
 969000      7.62e-01      4.02e-03      6.45e-02    1.4e-04
 970000      5.64e-01      2.02e-03      4.81e-02    1.4e-04
 971000      7.04e-01      4.94e-03      5.98e-02    1.4e-04
 972000      6.66e-01      1.04e-03      5.68e-02    1.4e-04
 973000      8.02e-01      3.43e-03      6.83e-02    1.4e-04
 974000      6.17e-01      2.61e-03      5.26e-02    1.4e-04
 975000      5.49e-01      6.13e-03      4.66e-02    1.4e-04
 976000      4.66e-01      6.68e-04      4.00e-02    1.4e-04
 977000      7.14e-01      5.44e-03      6.10e-02    1.4e-04
 978000      4.17e-01      2.34e-03      3.56e-02    1.4e-04
 979000      7.46e-01      2.02e-03      6.40e-02    1.4e-04
 980000      6.56e-01      2.45e-03      5.65e-02    1.3e-04
 981000      5.91e-01      2.35e-05      5.09e-02    1.3e-04
 982000      5.97e-01      8.18e-04      5.15e-02    1.3e-04
 983000      5.92e-01      1.55e-04      5.10e-02    1.3e-04
 984000      6.05e-01      1.30e-03      5.21e-02    1.3e-04
 985000      6.59e-01      1.44e-04      5.70e-02    1.3e-04
 986000      5.55e-01      1.40e-04      4.81e-02    1.3e-04
 987000      7.19e-01      4.51e-03      6.20e-02    1.3e-04
 988000      5.96e-01      1.00e-03      5.16e-02    1.3e-04
 989000      6.84e-01      6.80e-03      5.88e-02    1.3e-04
 990000      4.75e-01      8.58e-04      4.14e-02    1.3e-04
 991000      5.58e-01      1.93e-03      4.85e-02    1.3e-04
 992000      5.12e-01      3.76e-04      4.46e-02    1.3e-04
 993000      6.21e-01      8.46e-03      5.33e-02    1.3e-04
 994000      6.28e-01      4.20e-03      5.45e-02    1.3e-04
 995000      6.93e-01      3.33e-03      6.06e-02    1.3e-04
 996000      5.41e-01      3.82e-03      4.71e-02    1.3e-04
 997000      5.61e-01      6.62e-03      4.86e-02    1.3e-04
 998000      5.64e-01      1.63e-03      4.93e-02    1.3e-04
 999000      5.70e-01      2.74e-03      4.97e-02    1.3e-04
1000000      6.95e-01      4.70e-05      6.11e-02    1.3e-04
1001000      6.97e-01      9.90e-03      6.04e-02    1.3e-04
1002000      5.08e-01      2.91e-04      4.46e-02    1.3e-04
1003000      5.90e-01      3.92e-03      5.17e-02    1.3e-04
1004000      6.45e-01      3.38e-03      5.66e-02    1.3e-04
1005000      5.91e-01      2.48e-03      5.22e-02    1.3e-04
1006000      6.66e-01      2.89e-03      5.87e-02    1.3e-04
1007000      6.50e-01      1.89e-03      5.74e-02    1.3e-04
1008000      6.34e-01      3.59e-03      5.59e-02    1.3e-04
1009000      6.51e-01      7.91e-03      5.69e-02    1.3e-04
1010000      5.83e-01      9.56e-04      5.17e-02    1.3e-04
1011000      5.23e-01      5.67e-03      4.60e-02    1.3e-04
1012000      4.87e-01      5.47e-04      4.32e-02    1.3e-04
1013000      5.60e-01      1.32e-03      4.98e-02    1.3e-04
1014000      6.51e-01      2.65e-03      5.78e-02    1.3e-04
1015000      8.37e-01      1.36e-03      7.47e-02    1.2e-04
1016000      4.86e-01      2.91e-04      4.34e-02    1.2e-04
1017000      3.68e-01      1.21e-03      3.28e-02    1.2e-04
1018000      6.03e-01      1.83e-03      5.38e-02    1.2e-04
1019000      5.86e-01      1.43e-03      5.23e-02    1.2e-04
1020000      4.86e-01      1.22e-04      4.37e-02    1.2e-04
1021000      5.91e-01      6.25e-03      5.26e-02    1.2e-04
1022000      6.62e-01      1.31e-03      5.94e-02    1.2e-04
1023000      5.49e-01      1.85e-03      4.92e-02    1.2e-04
1024000      5.54e-01      8.51e-04      4.97e-02    1.2e-04
1025000      6.28e-01      2.37e-03      5.65e-02    1.2e-04
1026000      5.87e-01      6.85e-03      5.24e-02    1.2e-04
1027000      6.07e-01      1.80e-03      5.47e-02    1.2e-04
1028000      6.05e-01      2.58e-03      5.45e-02    1.2e-04
1029000      6.00e-01      7.44e-04      5.41e-02    1.2e-04
1030000      5.78e-01      1.21e-03      5.24e-02    1.2e-04
1031000      5.02e-01      3.25e-03      4.54e-02    1.2e-04
1032000      6.32e-01      1.04e-04      5.73e-02    1.2e-04
1033000      4.87e-01      1.24e-03      4.42e-02    1.2e-04
1034000      6.34e-01      5.14e-04      5.75e-02    1.2e-04
1035000      6.06e-01      5.65e-04      5.52e-02    1.2e-04
1036000      6.94e-01      2.90e-03      6.32e-02    1.2e-04
1037000      6.20e-01      3.07e-04      5.65e-02    1.2e-04
1038000      5.73e-01      8.04e-03      5.14e-02    1.2e-04
1039000      6.40e-01      1.57e-03      5.83e-02    1.2e-04
1040000      4.99e-01      4.25e-03      4.54e-02    1.2e-04
1041000      6.67e-01      1.88e-03      6.11e-02    1.2e-04
1042000      6.04e-01      2.55e-03      5.53e-02    1.2e-04
1043000      5.49e-01      2.25e-03      5.02e-02    1.2e-04
1044000      7.43e-01      2.10e-03      6.80e-02    1.2e-04
1045000      3.81e-01      5.87e-04      3.50e-02    1.2e-04
1046000      4.99e-01      4.24e-03      4.56e-02    1.2e-04
1047000      5.56e-01      3.11e-03      5.10e-02    1.2e-04
1048000      4.86e-01      1.79e-03      4.47e-02    1.2e-04
1049000      5.33e-01      5.13e-04      4.91e-02    1.2e-04
1050000      6.27e-01      6.54e-04      5.80e-02    1.2e-04
1051000      6.21e-01      2.68e-03      5.73e-02    1.2e-04
1052000      6.33e-01      1.88e-03      5.85e-02    1.2e-04
1053000      6.49e-01      6.32e-04      6.00e-02    1.2e-04
1054000      4.71e-01      6.47e-04      4.36e-02    1.2e-04
1055000      5.58e-01      7.65e-04      5.19e-02    1.1e-04
1056000      4.43e-01      1.54e-03      4.12e-02    1.1e-04
1057000      5.95e-01      1.54e-03      5.53e-02    1.1e-04
1058000      5.65e-01      3.59e-06      5.25e-02    1.1e-04
1059000      7.35e-01      1.64e-03      6.83e-02    1.1e-04
1060000      5.14e-01      3.43e-03      4.78e-02    1.1e-04
1061000      6.80e-01      1.29e-03      6.36e-02    1.1e-04
1062000      5.98e-01      4.76e-03      5.56e-02    1.1e-04
1063000      6.07e-01      1.87e-03      5.67e-02    1.1e-04
1064000      5.55e-01      2.72e-03      5.18e-02    1.1e-04
1065000      6.45e-01      3.52e-03      6.04e-02    1.1e-04
1066000      5.75e-01      1.65e-04      5.40e-02    1.1e-04
1067000      7.85e-01      2.52e-03      7.37e-02    1.1e-04
1068000      5.63e-01      6.17e-03      5.24e-02    1.1e-04
1069000      6.07e-01      3.50e-03      5.68e-02    1.1e-04
1070000      4.82e-01      2.30e-04      4.55e-02    1.1e-04
1071000      5.59e-01      2.60e-03      5.27e-02    1.1e-04
1072000      6.10e-01      8.48e-04      5.76e-02    1.1e-04
1073000      5.81e-01      4.66e-03      5.46e-02    1.1e-04
1074000      5.46e-01      1.31e-03      5.15e-02    1.1e-04
1075000      4.84e-01      7.95e-04      4.59e-02    1.1e-04
1076000      4.19e-01      1.65e-03      3.97e-02    1.1e-04
1077000      6.20e-01      2.25e-04      5.88e-02    1.1e-04
1078000      5.71e-01      5.18e-03      5.39e-02    1.1e-04
1079000      6.22e-01      1.43e-03      5.90e-02    1.1e-04
1080000      6.26e-01      1.02e-03      5.97e-02    1.1e-04
1081000      4.92e-01      3.08e-03      4.68e-02    1.1e-04
1082000      6.27e-01      2.03e-03      5.98e-02    1.1e-04
1083000      6.01e-01      1.46e-03      5.73e-02    1.1e-04
1084000      5.79e-01      2.77e-03      5.52e-02    1.1e-04
1085000      5.36e-01      4.10e-04      5.14e-02    1.1e-04
1086000      5.00e-01      4.49e-03      4.77e-02    1.1e-04
1087000      5.52e-01      1.23e-03      5.29e-02    1.1e-04
1088000      4.29e-01      4.44e-04      4.11e-02    1.1e-04
1089000      6.58e-01      2.25e-03      6.30e-02    1.1e-04
1090000      5.71e-01      8.33e-04      5.50e-02    1.1e-04
1091000      7.71e-01      5.16e-03      7.40e-02    1.1e-04
1092000      6.16e-01      1.91e-03      5.93e-02    1.1e-04
1093000      5.68e-01      2.87e-03      5.46e-02    1.1e-04
1094000      6.37e-01      4.35e-04      6.14e-02    1.1e-04
1095000      6.30e-01      4.10e-03      6.08e-02    1.1e-04
1096000      4.85e-01      3.30e-03      4.68e-02    1.1e-04
1097000      4.99e-01      1.48e-03      4.83e-02    1.1e-04
1098000      6.17e-01      3.92e-04      5.97e-02    1.1e-04
1099000      6.16e-01      2.78e-03      5.96e-02    1.1e-04
1100000      4.29e-01      1.16e-03      4.17e-02    1.0e-04
1101000      5.83e-01      3.89e-03      5.65e-02    1.0e-04
1102000      4.38e-01      2.11e-03      4.26e-02    1.0e-04
1103000      5.25e-01      2.87e-03      5.10e-02    1.0e-04
1104000      7.11e-01      5.20e-03      6.89e-02    1.0e-04
1105000      6.24e-01      2.72e-04      6.10e-02    1.0e-04
1106000      5.49e-01      2.97e-03      5.36e-02    1.0e-04
1107000      6.46e-01      2.35e-03      6.31e-02    1.0e-04
1108000      5.75e-01      3.00e-03      5.62e-02    1.0e-04
1109000      5.27e-01      2.08e-03      5.15e-02    1.0e-04
1110000      5.99e-01      4.19e-03      5.87e-02    1.0e-04
1111000      5.92e-01      4.65e-04      5.82e-02    1.0e-04
1112000      5.05e-01      6.44e-03      4.90e-02    1.0e-04
1113000      6.21e-01      1.47e-03      6.11e-02    1.0e-04
1114000      4.20e-01      3.62e-04      4.13e-02    1.0e-04
1115000      6.28e-01      6.28e-03      6.16e-02    1.0e-04
1116000      5.81e-01      1.08e-03      5.74e-02    1.0e-04
1117000      5.44e-01      3.36e-03      5.36e-02    1.0e-04
1118000      5.16e-01      7.99e-04      5.10e-02    1.0e-04
1119000      6.28e-01      1.83e-04      6.21e-02    1.0e-04
1120000      5.91e-01      3.92e-03      5.85e-02    1.0e-04
1121000      6.62e-01      2.11e-03      6.57e-02    1.0e-04
1122000      4.12e-01      1.88e-03      4.09e-02    1.0e-04
1123000      5.01e-01      4.95e-05      4.97e-02    1.0e-04
1124000      6.48e-01      4.46e-03      6.41e-02    1.0e-04
1125000      6.56e-01      4.03e-03      6.53e-02    9.9e-05
1126000      5.00e-01      1.06e-03      4.99e-02    9.9e-05
1127000      5.23e-01      1.98e-03      5.21e-02    9.9e-05
1128000      5.74e-01      1.61e-03      5.73e-02    9.9e-05
1129000      4.60e-01      2.75e-03      4.58e-02    9.9e-05
1130000      4.90e-01      9.36e-04      4.92e-02    9.8e-05
1131000      5.06e-01      3.45e-03      5.06e-02    9.8e-05
1132000      6.46e-01      3.10e-03      6.47e-02    9.8e-05
1133000      4.55e-01      7.99e-04      4.56e-02    9.8e-05
1134000      5.38e-01      4.02e-03      5.38e-02    9.8e-05
1135000      5.99e-01      6.33e-03      5.99e-02    9.7e-05
1136000      4.95e-01      1.99e-03      4.99e-02    9.7e-05
1137000      5.70e-01      1.11e-03      5.74e-02    9.7e-05
1138000      5.39e-01      1.80e-03      5.43e-02    9.7e-05
1139000      5.68e-01      2.31e-03      5.72e-02    9.7e-05
1140000      6.25e-01      3.82e-03      6.32e-02    9.6e-05
1141000      5.02e-01      2.24e-04      5.09e-02    9.6e-05
1142000      4.18e-01      1.88e-03      4.23e-02    9.6e-05
1143000      5.24e-01      3.78e-04      5.31e-02    9.6e-05
1144000      7.13e-01      8.77e-04      7.23e-02    9.6e-05
1145000      5.69e-01      2.73e-03      5.79e-02    9.5e-05
1146000      4.78e-01      4.98e-03      4.83e-02    9.5e-05
1147000      4.16e-01      1.06e-03      4.24e-02    9.5e-05
1148000      6.01e-01      2.36e-03      6.12e-02    9.5e-05
1149000      5.35e-01      2.29e-03      5.44e-02    9.5e-05
1150000      4.80e-01      9.63e-04      4.92e-02    9.4e-05
1151000      5.06e-01      2.17e-03      5.17e-02    9.4e-05
1152000      6.96e-01      3.46e-03      7.11e-02    9.4e-05
1153000      4.40e-01      2.94e-03      4.49e-02    9.4e-05
1154000      5.99e-01      6.41e-04      6.14e-02    9.4e-05
1155000      5.28e-01      1.46e-03      5.43e-02    9.3e-05
1156000      6.95e-01      2.67e-03      7.14e-02    9.3e-05
1157000      3.29e-01      2.46e-03      3.37e-02    9.3e-05
1158000      6.23e-01      1.03e-03      6.41e-02    9.3e-05
1159000      5.84e-01      4.78e-04      6.01e-02    9.3e-05
1160000      4.98e-01      3.03e-03      5.14e-02    9.3e-05
1161000      5.15e-01      1.67e-03      5.32e-02    9.3e-05
1162000      5.46e-01      1.57e-03      5.65e-02    9.3e-05
1163000      6.79e-01      3.11e-03      7.01e-02    9.3e-05
1164000      5.11e-01      1.97e-03      5.28e-02    9.3e-05
1165000      5.28e-01      3.83e-03      5.47e-02    9.2e-05
1166000      5.40e-01      9.66e-05      5.61e-02    9.2e-05
1167000      4.56e-01      5.26e-04      4.74e-02    9.2e-05
1168000      5.80e-01      4.24e-03      6.00e-02    9.2e-05
1169000      5.30e-01      4.27e-03      5.48e-02    9.2e-05
1170000      4.33e-01      4.69e-04      4.53e-02    9.1e-05
1171000      5.36e-01      2.68e-03      5.59e-02    9.1e-05
1172000      5.73e-01      2.09e-03      5.98e-02    9.1e-05
1173000      5.16e-01      3.28e-04      5.39e-02    9.1e-05
1174000      5.80e-01      1.78e-03      6.06e-02    9.1e-05
1175000      5.41e-01      2.83e-03      5.67e-02    9.0e-05
1176000      5.10e-01      2.33e-03      5.35e-02    9.0e-05
1177000      5.85e-01      1.67e-03      6.14e-02    9.0e-05
1178000      4.92e-01      2.25e-03      5.16e-02    9.0e-05
1179000      5.36e-01      1.36e-03      5.63e-02    9.0e-05
1180000      5.48e-01      6.76e-04      5.78e-02    8.9e-05
1181000      5.04e-01      5.42e-03      5.28e-02    8.9e-05
1182000      4.44e-01      2.58e-03      4.67e-02    8.9e-05
1183000      6.17e-01      1.04e-03      6.51e-02    8.9e-05
1184000      5.60e-01      8.38e-04      5.91e-02    8.9e-05
1185000      5.29e-01      1.17e-03      5.61e-02    8.8e-05
1186000      5.05e-01      4.65e-03      5.32e-02    8.8e-05
1187000      5.04e-01      1.33e-03      5.34e-02    8.8e-05
1188000      5.13e-01      1.92e-03      5.44e-02    8.8e-05
1189000      4.91e-01      4.19e-03      5.18e-02    8.8e-05
1190000      5.56e-01      3.38e-03      5.92e-02    8.7e-05
1191000      5.15e-01      2.74e-03      5.48e-02    8.7e-05
1192000      4.09e-01      1.78e-03      4.36e-02    8.7e-05
1193000      4.46e-01      5.16e-03      4.71e-02    8.7e-05
1194000      5.51e-01      2.05e-03      5.87e-02    8.7e-05
1195000      4.46e-01      4.26e-04      4.78e-02    8.6e-05
1196000      4.77e-01      2.00e-03      5.11e-02    8.6e-05
1197000      5.71e-01      4.66e-03      6.09e-02    8.6e-05
1198000      4.93e-01      2.37e-03      5.28e-02    8.6e-05
1199000      3.62e-01      5.66e-04      3.88e-02    8.6e-05
1200000      5.24e-01      3.39e-03      5.63e-02    8.5e-05
1201000      3.65e-01      1.99e-05      3.93e-02    8.5e-05
1202000      5.68e-01      1.70e-03      6.12e-02    8.5e-05
1203000      5.14e-01      2.41e-04      5.54e-02    8.5e-05
1204000      5.02e-01      3.58e-04      5.41e-02    8.5e-05
1205000      5.58e-01      2.55e-03      6.03e-02    8.4e-05
1206000      5.74e-01      2.83e-03      6.20e-02    8.4e-05
1207000      6.15e-01      5.16e-04      6.66e-02    8.4e-05
1208000      5.04e-01      1.36e-03      5.45e-02    8.4e-05
1209000      5.60e-01      3.20e-03      6.05e-02    8.4e-05
1210000      5.10e-01      4.11e-03      5.52e-02    8.3e-05
1211000      5.09e-01      1.71e-03      5.54e-02    8.3e-05
1212000      4.61e-01      3.88e-04      5.02e-02    8.3e-05
1213000      5.06e-01      2.28e-03      5.50e-02    8.3e-05
1214000      4.35e-01      1.49e-03      4.73e-02    8.3e-05
1215000      5.07e-01      2.61e-03      5.54e-02    8.3e-05
1216000      4.60e-01      1.50e-03      5.03e-02    8.3e-05
1217000      4.77e-01      6.33e-04      5.22e-02    8.3e-05
1218000      5.09e-01      1.16e-03      5.57e-02    8.3e-05
1219000      3.73e-01      8.04e-04      4.08e-02    8.3e-05
1220000      4.41e-01      7.63e-03      4.73e-02    8.2e-05
1221000      5.74e-01      7.73e-04      6.31e-02    8.2e-05
1222000      3.14e-01      1.07e-03      3.45e-02    8.2e-05
1223000      4.71e-01      4.88e-04      5.18e-02    8.2e-05
1224000      3.99e-01      2.45e-03      4.37e-02    8.2e-05
1225000      5.35e-01      3.16e-03      5.89e-02    8.1e-05
1226000      5.57e-01      3.36e-03      6.14e-02    8.1e-05
1227000      4.49e-01      2.14e-03      4.96e-02    8.1e-05
1228000      4.37e-01      8.43e-04      4.83e-02    8.1e-05
1229000      5.48e-01      1.91e-03      6.05e-02    8.1e-05
1230000      5.41e-01      3.22e-03      5.99e-02    8.0e-05
1231000      5.83e-01      7.74e-04      6.47e-02    8.0e-05
1232000      4.60e-01      3.25e-03      5.09e-02    8.0e-05
1233000      4.87e-01      6.51e-04      5.41e-02    8.0e-05
1234000      4.21e-01      3.66e-03      4.65e-02    8.0e-05
1235000      5.47e-01      2.44e-03      6.09e-02    7.9e-05
1236000      4.70e-01      1.86e-03      5.24e-02    7.9e-05
1237000      5.26e-01      2.61e-05      5.87e-02    7.9e-05
1238000      4.56e-01      3.19e-03      5.08e-02    7.9e-05
1239000      3.58e-01      4.97e-04      3.99e-02    7.9e-05
1240000      5.53e-01      1.13e-03      6.20e-02    7.9e-05
1241000      5.30e-01      3.92e-04      5.94e-02    7.9e-05
1242000      5.00e-01      1.77e-03      5.60e-02    7.9e-05
1243000      4.78e-01      6.58e-04      5.36e-02    7.9e-05
1244000      4.55e-01      5.07e-04      5.11e-02    7.9e-05
1245000      5.31e-01      2.21e-03      5.98e-02    7.8e-05
1246000      4.21e-01      2.55e-03      4.74e-02    7.8e-05
1247000      4.57e-01      2.36e-03      5.15e-02    7.8e-05
1248000      4.22e-01      2.00e-03      4.75e-02    7.8e-05
1249000      3.89e-01      3.17e-03      4.36e-02    7.8e-05
1250000      3.45e-01      2.40e-03      3.89e-02    7.7e-05
1251000      4.88e-01      8.41e-04      5.53e-02    7.7e-05
1252000      5.01e-01      2.51e-03      5.66e-02    7.7e-05
1253000      4.71e-01      1.08e-03      5.34e-02    7.7e-05
1254000      5.01e-01      2.16e-03      5.67e-02    7.7e-05
1255000      3.17e-01      3.42e-03      3.58e-02    7.6e-05
1256000      4.88e-01      1.52e-03      5.55e-02    7.6e-05
1257000      4.68e-01      2.81e-03      5.32e-02    7.6e-05
1258000      5.68e-01      1.89e-04      6.47e-02    7.6e-05
1259000      4.90e-01      1.22e-03      5.58e-02    7.6e-05
1260000      5.20e-01      9.56e-04      5.95e-02    7.5e-05
1261000      4.48e-01      1.61e-03      5.12e-02    7.5e-05
1262000      4.90e-01      4.62e-04      5.61e-02    7.5e-05
1263000      5.38e-01      8.82e-04      6.16e-02    7.5e-05
1264000      4.47e-01      3.35e-03      5.09e-02    7.5e-05
1265000      5.35e-01      6.85e-03      6.08e-02    7.5e-05
1266000      5.91e-01      9.53e-04      6.80e-02    7.5e-05
1267000      4.50e-01      1.72e-03      5.17e-02    7.5e-05
1268000      5.72e-01      2.60e-03      6.58e-02    7.5e-05
1269000      4.08e-01      4.06e-03      4.65e-02    7.5e-05
1270000      4.61e-01      3.23e-03      5.31e-02    7.4e-05
1271000      2.96e-01      1.67e-03      3.42e-02    7.4e-05
1272000      4.39e-01      4.43e-03      5.04e-02    7.4e-05
1273000      4.23e-01      5.77e-03      4.82e-02    7.4e-05
1274000      5.41e-01      5.00e-04      6.26e-02    7.4e-05
1275000      5.52e-01      3.10e-05      6.41e-02    7.3e-05
1276000      4.20e-01      4.31e-04      4.89e-02    7.3e-05
1277000      4.75e-01      1.34e-04      5.52e-02    7.3e-05
1278000      4.71e-01      1.14e-03      5.47e-02    7.3e-05
1279000      5.12e-01      5.34e-03      5.90e-02    7.3e-05
1280000      5.42e-01      1.44e-03      6.33e-02    7.2e-05
1281000      4.52e-01      5.61e-04      5.28e-02    7.2e-05
1282000      4.49e-01      6.10e-04      5.24e-02    7.2e-05
1283000      5.49e-01      5.50e-04      6.41e-02    7.2e-05
1284000      5.15e-01      8.46e-04      6.01e-02    7.2e-05
1285000      3.84e-01      1.12e-03      4.51e-02    7.2e-05
1286000      4.34e-01      2.44e-03      5.08e-02    7.2e-05
1287000      5.37e-01      1.34e-03      6.30e-02    7.2e-05
1288000      3.55e-01      3.05e-03      4.14e-02    7.2e-05
1289000      4.10e-01      1.44e-03      4.80e-02    7.2e-05
1290000      5.40e-01      3.38e-03      6.35e-02    7.1e-05
1291000      5.45e-01      1.80e-04      6.44e-02    7.1e-05
1292000      4.72e-01      1.93e-04      5.57e-02    7.1e-05
1293000      4.49e-01      7.08e-05      5.29e-02    7.1e-05
1294000      1.17e+00      1.48e-03      1.38e-01    7.1e-05
1295000      4.30e-01      1.17e-03      5.10e-02    7.0e-05
1296000      4.35e-01      1.37e-03      5.16e-02    7.0e-05
1297000      4.66e-01      2.17e-03      5.52e-02    7.0e-05
1298000      4.42e-01      1.92e-03      5.23e-02    7.0e-05
1299000      4.56e-01      1.96e-03      5.40e-02    7.0e-05
1300000      4.92e-01      1.71e-03      5.86e-02    6.9e-05
1301000      4.08e-01      1.53e-03      4.86e-02    6.9e-05
1302000      4.42e-01      4.74e-03      5.22e-02    6.9e-05
1303000      4.22e-01      4.83e-04      5.03e-02    6.9e-05
1304000      3.99e-01      1.56e-03      4.75e-02    6.9e-05
1305000      5.80e-01      3.22e-03      6.94e-02    6.9e-05
1306000      4.25e-01      4.51e-04      5.09e-02    6.9e-05
1307000      3.74e-01      2.63e-03      4.46e-02    6.9e-05
1308000      4.00e-01      6.31e-04      4.79e-02    6.9e-05
1309000      3.95e-01      2.45e-03      4.72e-02    6.9e-05
1310000      3.97e-01      8.93e-04      4.78e-02    6.8e-05
1311000      4.69e-01      1.45e-03      5.65e-02    6.8e-05
1312000      4.72e-01      2.12e-03      5.67e-02    6.8e-05
1313000      4.66e-01      7.08e-04      5.61e-02    6.8e-05
1314000      4.39e-01      7.33e-04      5.28e-02    6.8e-05
1315000      4.68e-01      1.57e-03      5.66e-02    6.7e-05
1316000      4.22e-01      1.54e-03      5.10e-02    6.7e-05
1317000      4.56e-01      4.82e-04      5.52e-02    6.7e-05
1318000      4.59e-01      2.37e-03      5.55e-02    6.7e-05
1319000      5.03e-01      2.76e-03      6.07e-02    6.7e-05
1320000      4.99e-01      6.26e-04      6.07e-02    6.7e-05
1321000      4.65e-01      9.95e-04      5.66e-02    6.7e-05
1322000      4.34e-01      2.28e-03      5.26e-02    6.7e-05
1323000      4.26e-01      2.02e-03      5.18e-02    6.7e-05
1324000      4.20e-01      1.76e-03      5.10e-02    6.7e-05
1325000      3.00e-01      1.50e-03      3.66e-02    6.6e-05
1326000      3.91e-01      1.57e-03      4.78e-02    6.6e-05
1327000      4.47e-01      4.89e-04      5.47e-02    6.6e-05
1328000      4.57e-01      6.35e-04      5.59e-02    6.6e-05
1329000      4.78e-01      3.73e-03      5.82e-02    6.6e-05
1330000      4.66e-01      2.29e-04      5.73e-02    6.5e-05
1331000      3.91e-01      9.68e-04      4.81e-02    6.5e-05
1332000      7.56e-01      4.03e-03      9.26e-02    6.5e-05
1333000      3.23e-01      2.04e-03      3.95e-02    6.5e-05
1334000      3.56e-01      4.78e-05      4.38e-02    6.5e-05
1335000      4.81e-01      6.98e-04      5.94e-02    6.5e-05
1336000      4.41e-01      2.20e-03      5.43e-02    6.5e-05
1337000      4.47e-01      1.63e-03      5.51e-02    6.5e-05
1338000      5.00e-01      1.17e-04      6.18e-02    6.5e-05
1339000      4.26e-01      4.76e-04      5.26e-02    6.5e-05
1340000      3.97e-01      1.18e-03      4.92e-02    6.4e-05
1341000      4.59e-01      2.13e-03      5.69e-02    6.4e-05
1342000      4.47e-01      3.43e-04      5.56e-02    6.4e-05
1343000      3.91e-01      2.09e-03      4.85e-02    6.4e-05
1344000      4.88e-01      2.04e-03      6.05e-02    6.4e-05
1345000      4.76e-01      2.27e-03      5.92e-02    6.3e-05
1346000      3.36e-01      9.05e-04      4.19e-02    6.3e-05
1347000      3.66e-01      5.60e-03      4.47e-02    6.3e-05
1348000      3.89e-01      4.19e-04      4.85e-02    6.3e-05
